Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-11-10 00:00:00-05:00,28.822068903911543,29.10093191073198,26.82503312608594,27.283811569213867,35019100,0.0,0.0
2016-11-11 00:00:00-05:00,26.807037589815803,27.067912275810908,25.952451828604318,26.887998580932617,6020100,0.0,0.0
2016-11-14 00:00:00-05:00,26.393236849711442,27.37376282257639,25.862493370242014,27.157867431640625,4481900,0.0,0.0
2016-11-15 00:00:00-05:00,26.663104985557062,27.61664508282048,26.645114990271793,27.373762130737305,3667200,0.0,0.0
2016-11-16 00:00:00-05:00,27.67961670138749,28.822064714338868,27.535686432204468,28.516212463378906,4342300,0.0,0.0
2016-11-17 00:00:00-05:00,28.246343607848868,29.744118597119545,27.55817686000431,29.24485969543457,5252000,0.0,0.0
2016-11-18 00:00:00-05:00,28.91202112725401,29.775602780630063,28.597174721825798,29.39778709411621,4253400,0.0,0.0
2016-11-21 00:00:00-05:00,29.019965180615547,29.235862288946976,28.14738947038099,28.55219268798828,5036700,0.0,0.0
2016-11-22 00:00:00-05:00,28.354288356563483,29.820580223176133,27.373762398875474,29.415775299072266,5601700,0.0,0.0
2016-11-23 00:00:00-05:00,29.415777538079404,30.10844303169817,29.23586384349806,29.703638076782227,3619500,0.0,0.0
2016-11-25 00:00:00-05:00,29.469744530064666,29.487736239801485,29.0289596519997,29.31682014465332,827800,0.0,0.0
2016-11-28 00:00:00-05:00,29.028958934239665,30.13542331893792,28.939000387779846,29.45175552368164,1928500,0.0,0.0
2016-11-29 00:00:00-05:00,29.730617409604235,30.009483746624664,29.43376279548221,29.856555938720703,2139500,0.0,0.0
2016-11-30 00:00:00-05:00,29.919531954223128,30.855080426707456,29.685646551886208,30.1174373626709,2764900,0.0,0.0
2016-12-01 00:00:00-05:00,29.72163152871112,29.919533515920374,28.952503785145524,29.24485969543457,2914900,0.0,0.0
2016-12-02 00:00:00-05:00,28.930006681551667,29.874549128315085,28.795070575627868,29.676647186279297,1213100,0.0,0.0
2016-12-05 00:00:00-05:00,29.568696112081067,30.36930829180721,29.460749289264683,30.27035903930664,2004700,0.0,0.0
2016-12-06 00:00:00-05:00,30.090452139158405,30.459273678896157,29.874555013463144,30.423290252685547,1622900,0.0,0.0
2016-12-07 00:00:00-05:00,30.648179403533856,31.466783419691556,30.5852101277962,31.259883880615234,3809400,0.0,0.0
2016-12-08 00:00:00-05:00,31.403808797049123,32.38433462146163,31.13394002818379,32.32136535644531,2603000,0.0,0.0
2016-12-09 00:00:00-05:00,32.22241580030219,32.84311437207429,32.02451041586707,32.726173400878906,1993100,0.0,0.0
2016-12-12 00:00:00-05:00,32.72617686543284,33.477312844504496,32.66320758764051,33.04102325439453,1258300,0.0,0.0
2016-12-13 00:00:00-05:00,33.256915732939866,33.3648625610157,32.087478607775175,32.90608596801758,1814000,0.0,0.0
2016-12-14 00:00:00-05:00,32.94207111750986,33.28390679680265,31.457790846323174,31.619712829589844,3886300,0.0,0.0
2016-12-15 00:00:00-05:00,31.538756135081396,31.72226613972146,30.720151966618474,30.927051544189453,1555100,0.0,0.0
2016-12-16 00:00:00-05:00,30.891065917857922,31.907575449811635,30.837090776062382,31.718664169311523,3784000,0.0,0.0
2016-12-19 00:00:00-05:00,31.763646641105037,32.24041507189125,30.828098062729058,31.017005920410156,1983200,0.0,0.0
2016-12-20 00:00:00-05:00,30.783120032719808,31.583732454206807,30.76512831822285,31.439802169799805,944900,0.0,0.0
2016-12-21 00:00:00-05:00,31.16093755274824,31.68268700876514,30.999015544437402,31.50277328491211,703600,0.0,0.0
2016-12-22 00:00:00-05:00,31.48477502212377,32.94206936230871,31.30486133568372,32.68119812011719,1438500,0.0,0.0
2016-12-23 00:00:00-05:00,32.753152853532555,33.34686545930543,32.35734559353972,33.14896011352539,888300,0.0,0.0
2016-12-27 00:00:00-05:00,32.9690574199695,33.7246921296679,32.93307399770576,33.58975601196289,822200,0.0,0.0
2016-12-28 00:00:00-05:00,33.50879829247467,33.87761982769287,33.29290116942503,33.490806579589844,533800,0.0,0.0
2016-12-29 00:00:00-05:00,33.61674653458535,34.14749007624468,33.412547619575626,33.9765739440918,658500,0.0,0.0
2016-12-30 00:00:00-05:00,33.949577517105844,34.65123697241255,33.89110360811867,34.048526763916016,773000,0.0,0.0
2017-01-03 00:00:00-05:00,33.92259910159484,34.723211491642324,33.60775268918354,33.72469711303711,2007000,0.0,0.0
