Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-09-30 00:00:00-04:00,126.2585639741704,127.19981381285702,125.72196673497733,126.65441131591797,1711100,0.0,0.0
2015-10-01 00:00:00-04:00,126.56649039062403,127.92117164469896,126.34657364386393,127.29661560058594,1639200,0.0,0.0
2015-10-02 00:00:00-04:00,125.22056750421643,128.06188735456132,124.66637315526192,128.0091094970703,1308200,0.0,0.0
2015-10-05 00:00:00-04:00,128.48416904882544,132.31951797965547,128.48416904882544,131.8796844482422,1727100,0.0,0.0
2015-10-06 00:00:00-04:00,132.87366586359312,133.63017980886713,131.74769349239216,133.27830505371094,2198000,0.0,0.0
2015-10-07 00:00:00-04:00,133.7709273746742,135.99648314940214,133.43664971877618,134.5626220703125,2394000,0.0,0.0
2015-10-08 00:00:00-04:00,134.24599104222173,137.21927001087363,134.0084771768316,136.83221435546875,1738600,0.0,0.0
2015-10-09 00:00:00-04:00,136.99050269729574,138.2836139264393,136.55066931112856,136.63864135742188,1803500,0.0,0.0
2015-10-12 00:00:00-04:00,136.4891389733769,136.64747259518057,135.11686056046378,135.8381805419922,1245300,0.0,0.0
2015-10-13 00:00:00-04:00,135.07291665600422,135.13448638724793,133.14644312057354,133.2519989013672,1456900,0.0,0.0
2015-10-14 00:00:00-04:00,133.14643403655464,133.80618446681848,131.8709192225759,132.5922393798828,1131800,0.0,0.0
2015-10-15 00:00:00-04:00,133.48066461653346,134.03484565430836,131.73012259595828,133.80613708496094,1004900,0.0,0.0
2015-10-16 00:00:00-04:00,134.60663470508496,135.48630161755878,132.99684264453967,134.13160705566406,1008700,0.0,0.0
2015-10-19 00:00:00-04:00,133.3574858805086,134.4218751409941,133.2695138356497,134.0436248779297,624600,0.0,0.0
2015-10-20 00:00:00-04:00,133.72696749910006,135.56546812069863,133.26953694727513,135.4687042236328,1386900,0.0,0.0
2015-10-21 00:00:00-04:00,136.03168358130407,138.59151738204707,135.96130862132665,137.21043395996094,1592100,0.0,0.0
2015-10-22 00:00:00-04:00,137.63271739429217,140.74673295495256,137.26324540834952,140.50042724609375,2034700,0.0,0.0
2015-10-23 00:00:00-04:00,141.62635069980274,142.24211475744585,139.46236452848584,140.32444763183594,2263200,0.0,0.0
2015-10-26 00:00:00-04:00,140.80832531803685,141.1074089237224,138.73231033404258,138.873046875,1686300,0.0,0.0
2015-10-27 00:00:00-04:00,136.7882156011994,138.8994109873979,136.11086826721078,137.20166015625,1974200,0.0,0.0
2015-10-28 00:00:00-04:00,137.8174200903315,138.21326753515234,135.35434993428163,136.5858917236328,1639100,0.0,0.0
2015-10-29 00:00:00-04:00,136.34835437974277,137.9229520501621,136.1284376791303,137.5710906982422,1145300,0.0,0.0
2015-10-30 00:00:00-04:00,137.60629801342634,137.72065901505712,135.94372797293423,137.27203369140625,2580700,0.0,0.0
