Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2014-03-17 00:00:00-04:00,27.472180653234634,27.650493786481984,27.40085358603609,27.52567481994629,26394300,0.0,0.0
2014-03-18 00:00:00-04:00,27.531614230323715,27.7871971879882,27.460289439251415,27.757478713989258,26373700,0.0,0.0
2014-03-19 00:00:00-04:00,27.715883392499446,27.929860117980486,27.454355275855903,27.555400848388672,35065200,0.0,0.0
2014-03-20 00:00:00-04:00,27.585111197706322,28.084389320770555,27.49595349926203,28.06061363220215,31613400,0.0,0.0
2014-03-21 00:00:00-04:00,28.114099016525472,28.179481005979692,27.75747286888723,27.882291793823242,38716800,0.0,0.0
2014-03-24 00:00:00-04:00,27.8228699154127,27.99523802854089,27.56728687325283,27.941743850708008,34926100,0.0,0.0
2014-03-25 00:00:00-04:00,27.947678863248246,28.149767654942693,27.799084230160393,28.06655502319336,23581800,0.0,0.0
2014-03-26 00:00:00-04:00,28.173553466233805,28.328090942542694,27.941743850708008,27.941743850708008,24376600,0.0,0.0
2014-03-27 00:00:00-04:00,27.92391409135847,28.35186752746934,27.91797130135695,28.345922470092773,32560000,0.0,0.0
2014-03-28 00:00:00-04:00,28.310251748865852,28.488564865288126,28.02495030911536,28.1854305267334,25700300,0.0,0.0
2014-03-31 00:00:00-04:00,28.328076058906618,28.42912157166806,28.232975600211386,28.274581909179688,20744100,0.0,0.0
2014-04-01 00:00:00-04:00,28.25675758334481,28.39940716951344,28.054668780127344,28.381576538085938,19712800,0.0,0.0
2014-04-02 00:00:00-04:00,28.32808295930149,28.63716009219208,28.310252327507108,28.42318344116211,25156000,0.0,0.0
2014-04-03 00:00:00-04:00,28.494515021199934,28.631221854718092,28.298371222630365,28.601503372192383,19320900,0.0,0.0
2014-04-04 00:00:00-04:00,28.68470152982273,28.738195678277147,28.50638845743257,28.553939819335938,20772000,0.0,0.0
2014-04-07 00:00:00-04:00,28.351865398126588,28.72632462660016,28.34592034119652,28.601503372192383,30356400,0.0,0.0
2014-04-08 00:00:00-04:00,28.649577761226354,28.98613751593065,28.565438395706718,28.974117279052734,36508200,0.53,0.0
2014-04-09 00:00:00-04:00,28.95007289019735,28.95608415413625,28.55942556131077,28.83588409423828,30318500,0.0,0.0
2014-04-10 00:00:00-04:00,28.673617142780497,29.124365691716946,28.49932715362824,28.52937889099121,33518300,0.0,0.0
2014-04-11 00:00:00-04:00,28.457251544187425,28.511341450496687,28.258923416136934,28.288972854614258,25822600,0.0,0.0
2014-04-14 00:00:00-04:00,28.40316079501327,28.445232758783273,28.144733797676967,28.40917205810547,19034000,0.0,0.0
2014-04-15 00:00:00-04:00,28.403157568834473,28.433209295631777,28.108669904269806,28.19881820678711,20923000,0.0,0.0
2014-04-16 00:00:00-04:00,28.264937156445015,28.34306754377059,28.066608994926966,28.3070068359375,18851000,0.0,0.0
2014-04-17 00:00:00-04:00,28.16877562598294,28.66760506658336,28.16877562598294,28.60750389099121,23240500,0.0,0.0
2014-04-21 00:00:00-04:00,28.709675063026868,28.847904329490625,28.697654827774524,28.83588409423828,13280800,0.0,0.0
2014-04-22 00:00:00-04:00,28.84190337176629,29.0702810271381,28.697662801287063,28.79983139038086,20829900,0.0,0.0
2014-04-23 00:00:00-04:00,28.427200669235575,28.649569253881342,28.096652277437794,28.50533103942871,38239700,0.0,0.0
2014-04-24 00:00:00-04:00,28.487311352638002,28.541401274284027,27.687982765271865,27.814191818237305,41610900,0.0,0.0
2014-04-25 00:00:00-04:00,27.693989670484303,27.7961582327173,27.55575810933009,27.609848022460938,24429400,0.0,0.0
2014-04-28 00:00:00-04:00,27.77811891722179,28.0605863228905,27.73604925483231,28.00649642944336,22320800,0.0,0.0
2014-04-29 00:00:00-04:00,28.048575734450345,28.18680729282273,27.8322183789065,28.10867691040039,15552100,0.0,0.0
2014-04-30 00:00:00-04:00,28.066609387724977,28.16276898400008,28.006508207162025,28.084638595581055,16280300,0.0,0.0
2014-05-01 00:00:00-04:00,28.024540459149637,28.38513838169466,28.00650895818441,28.37912940979004,22778800,0.0,0.0
2014-05-02 00:00:00-04:00,28.222874956004418,28.493324604857715,28.132726601470782,28.319034576416016,18140200,0.0,0.0
2014-05-05 00:00:00-04:00,28.331045133125038,28.505335102001382,28.264934986818464,28.481294631958008,12612600,0.0,0.0
2014-05-06 00:00:00-04:00,28.463268736993758,28.5353878628884,28.403167554893493,28.52937889099121,14031400,0.0,0.0
2014-05-07 00:00:00-04:00,28.55942897461416,29.10633713451991,28.5173592925157,28.90800666809082,23606200,0.0,0.0
2014-05-08 00:00:00-04:00,28.88998033126801,29.226540114138206,28.88998033126801,29.14240074157715,17359200,0.0,0.0
2014-05-09 00:00:00-04:00,29.06425632734352,29.256575455500275,28.99814619717248,29.136375427246094,14518100,0.0,0.0
2014-05-12 00:00:00-04:00,29.202498279605017,29.226538754254154,28.859929540045275,28.944068908691406,13579300,0.0,0.0
2014-05-13 00:00:00-04:00,29.040227017893557,29.052247254598587,28.631548140425416,28.75775718688965,18017000,0.0,0.0
2014-05-14 00:00:00-04:00,28.847909103253713,29.040228313865338,28.727709023464993,28.853918075561523,13874600,0.0,0.0
2014-05-15 00:00:00-04:00,28.75775002934644,28.992141147818128,28.751741058802367,28.82386016845703,13115400,0.0,0.0
2014-05-16 00:00:00-04:00,29.274620439342797,29.629209452908817,29.172451850453545,29.49098014831543,29384000,0.0,0.0
2014-05-19 00:00:00-04:00,29.527032728000904,29.749401348672013,29.48496305091787,29.539052963256836,19062600,0.0,0.0
2014-05-20 00:00:00-04:00,29.665262036225638,29.677282271498473,29.22052250163251,29.238554000854492,14022500,0.0,0.0
2014-05-21 00:00:00-04:00,29.388803721166987,29.665262256619773,29.34072277971843,29.551071166992188,13949800,0.0,0.0
2014-05-22 00:00:00-04:00,29.62920020002512,29.755409226636726,29.599150759302173,29.719350814819336,13753400,0.0,0.0
2014-05-23 00:00:00-04:00,29.73137078855902,29.893640518188477,29.677280878682534,29.893640518188477,12049800,0.0,0.0
2014-05-27 00:00:00-04:00,30.03187820859051,30.05591639213028,29.707338658230732,29.8215274810791,12228000,0.0,0.0
2014-05-28 00:00:00-04:00,29.743391023267723,29.989800103232746,29.73137078855902,29.893640518188477,11587400,0.0,0.0
2014-05-29 00:00:00-04:00,29.92970096393036,29.989802141558787,29.743393044846,29.881622314453125,10309300,0.0,0.0
2014-05-30 00:00:00-04:00,29.779450741982153,30.04990030323637,29.779450741982153,30.025859832763672,12409700,0.0,0.0
2014-06-02 00:00:00-04:00,30.061917313336767,30.24822750057406,30.025856611496426,30.079946517944336,14364600,0.0,0.0
2014-06-03 00:00:00-04:00,29.89965421228786,29.941723894101123,29.56309446515605,29.62319564819336,19683700,0.0,0.0
2014-06-04 00:00:00-04:00,29.64122152399408,29.671270965821183,29.49097202223311,29.539052963256836,12696000,0.0,0.0
2014-06-05 00:00:00-04:00,29.575100672005934,29.7854512739124,29.460911917342166,29.617170333862305,9855300,0.0,0.0
2014-06-06 00:00:00-04:00,29.719350239029446,29.73737944458884,29.358750079464308,29.701318740844727,13917800,0.0,0.0
2014-06-09 00:00:00-04:00,29.58712259276783,29.833531608839237,29.58712259276783,29.791461944580078,10144900,0.0,0.0
2014-06-10 00:00:00-04:00,29.719357241025264,29.779456135466322,29.62319763434405,29.76142692565918,11034700,0.0,0.0
2014-06-11 00:00:00-04:00,29.659250135468646,29.791470428005518,29.641220929259223,29.6712703704834,10039700,0.0,0.0
2014-06-12 00:00:00-04:00,29.61117928180344,29.659257941891518,29.298659967039896,29.472949981689453,11516700,0.0,0.0
2014-06-13 00:00:00-04:00,29.406833623241532,29.635213515271428,29.334714501988866,29.557083129882812,11121200,0.0,0.0
2014-06-16 00:00:00-04:00,29.587125291780644,29.701314063382846,29.47894549021015,29.63520622253418,9172200,0.0,0.0
2014-06-17 00:00:00-04:00,29.56308924732561,29.66526009414322,29.418851018745265,29.575109481811523,11085700,0.0,0.0
2014-06-18 00:00:00-04:00,29.454909663489946,29.701318740844727,29.328700639323547,29.701318740844727,11917000,0.0,0.0
2014-06-19 00:00:00-04:00,29.7013153818386,29.911666024285445,29.623187304833408,29.731367111206055,11275200,0.0,0.0
2014-06-20 00:00:00-04:00,29.899653968181145,29.899653968181145,29.569105488364585,29.68329429626465,18210600,0.0,0.0
2014-06-23 00:00:00-04:00,29.665267522583214,29.90566539462327,29.521026965258475,29.887636184692383,11850700,0.0,0.0
