Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-31 00:00:00-04:00,60.43635550696086,60.69730959496516,59.716956054600935,59.7240104675293,3562700,0.0,0.0
2015-04-01 00:00:00-04:00,59.752228483831026,59.87918102404646,59.00462206975181,59.42779541015625,4926200,0.0,0.0
2015-04-02 00:00:00-04:00,59.533613168692895,60.73260566145166,59.32907814233888,60.63386535644531,2955200,0.0,0.0
2015-04-06 00:00:00-04:00,60.13308993247965,62.13611304900992,60.11898110436814,62.07263946533203,6058200,0.0,0.0
2015-04-07 00:00:00-04:00,61.78346257806808,62.24190259689628,61.437871651049036,61.557769775390625,3906000,0.0,0.0
2015-04-08 00:00:00-04:00,61.38851526403493,62.368869099638005,61.28272056201071,61.839900970458984,5501400,0.0,0.0
2015-04-09 00:00:00-04:00,63.12351904535536,65.88825735904449,63.05299104998453,65.32402801513672,11357100,0.0,0.0
2015-04-10 00:00:00-04:00,64.98550048920579,65.23940563349804,63.65250117214268,64.90086364746094,5978600,0.0,0.0
2015-04-13 00:00:00-04:00,64.68927487384839,65.40866914266171,64.393054020863,64.68222045898438,4520500,0.0,0.0
2015-04-14 00:00:00-04:00,64.4635801910907,65.28876913559942,64.24493638406759,64.87265014648438,2791600,0.0,0.0
2015-04-15 00:00:00-04:00,64.88678833747794,65.35228309753502,64.35781995429197,64.5623550415039,5754500,0.0,0.0
2015-04-16 00:00:00-04:00,64.13914361952574,64.38599431004262,62.82024795741916,63.13762664794922,7907100,0.0,0.0
2015-04-17 00:00:00-04:00,62.39002857076232,63.18700530211303,60.5562734185669,61.33209228515625,15435500,0.0,0.0
2015-04-20 00:00:00-04:00,61.719997819385796,62.22075362872974,61.26861214952812,61.4449348449707,9361100,0.0,0.0
2015-04-21 00:00:00-04:00,61.55777405043839,62.24190691945552,61.296819924153546,61.42376708984375,5183800,0.0,0.0
2015-04-22 00:00:00-04:00,61.38852518370385,61.5084233542658,61.078195442538366,61.37441635131836,3485200,0.0,0.0
2015-04-23 00:00:00-04:00,61.28269566757674,61.550704140350454,60.824255732328645,61.141639709472656,2942200,0.0,0.0
2015-04-24 00:00:00-04:00,61.47314293930371,61.50134983342669,60.535104971947554,60.640899658203125,4104100,0.0,0.0
2015-04-27 00:00:00-04:00,61.14167014073624,61.14167014073624,60.39405812405353,60.739654541015625,4110200,0.0,0.0
2015-04-28 00:00:00-04:00,60.54215974421249,60.76785796612187,60.2459388993691,60.71143341064453,2366500,0.0,0.0
2015-04-29 00:00:00-04:00,60.18952935645243,60.542174844730525,59.41371035842925,59.64645767211914,3224500,0.0,0.0
